person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Frusina Niță,frusinaniță,frusinaniță@post.ro,5930915123366,1971-04-15,"Bulevardul Andrian Voinea Nr. 65 Bl. 53  Sc. 65 Ap. 505, Copsa Mica, 258878",0727 011 418,c0:2d:58:0c:3a:9d,170.72.21.219,RO51WEDB1800474271384616,2025-04-10 10:49:49,11942,996,623,930065,99d81468-446c-4885-a771-cd7410fdda50
Safta Ardelean,saftaardelean,saftaardelean@acasa.ro,3510312137121,1924-11-05,"Aleea Gheorghiu, Moisei, 946320",0245 997 971,12:ca:08:06:e1:fe,103.87.228.66,RO91RHYX5962952712900231,2025-04-10 10:49:49,8954,640,105,831950,ed575f3a-daa5-42f7-80cd-01ff1156e352
Crenguța Ene,crenguțaene,crenguțaene@email.ro,8310419311747,1936-06-14,"Bulevardul Niță, Lupeni, 727478",0758 485 642,d4:f4:7c:6d:70:02,216.22.213.70,RO98TYGU9693644557243030,2025-04-10 10:49:49,21659,592,193,1334619,94e3e784-ba5c-4a9d-bd45-57b9a80aa1c3
Ghiță Dumitrescu,ghițădumitrescu,ghițădumitrescu@141.ro,6161014372408,2006-01-23,"Bulevardul Dinu Nr. 28, Apahida, 636730",0762 374 385,8c:6f:e4:86:65:ee,46.218.154.150,RO63EUYK0562548015633888,2025-04-10 10:49:49,11893,286,97,825617,abf55d78-ad29-4559-b1f2-f87af9cca81e
Ioan Stănescu,ioanstănescu,ioanstănescu@kappa.ro,4861218398939,1990-05-28,"Intrarea Eftimie, Giurgiu, 393041",0258 230 830,66:94:62:c1:d2:47,126.150.186.172,RO49GEHM7000724039905926,2025-04-10 10:49:49,34516,665,425,771306,9c00316c-1eee-4638-8fbb-0adab350b242
Iridenta Tudor,iridentatudor,iridentatudor@acasa.ro,7100931410787,1915-02-27,"Drumul Stoica Nr. 79, Valea Mare (Babeni), 767956",0788 460 896,c2:61:bc:5f:23:d6,60.62.118.140,RO28IJPB8871955057516461,2025-04-10 10:49:49,19546,880,54,456131,14a29f89-83fe-4b6a-acfb-e4c8be6e8345
Veronica Ionescu,veronicaionescu,veronicaionescu@gmail.com,3601224383095,2015-10-22,"Drumul Popescu Nr. 211 Bl. 57  Sc. 73 Ap. 381, Dumbraveni, 229834",0262 747 116,c6:f9:37:e0:cf:9a,155.153.188.146,RO61HLLA7011137431645017,2025-04-10 10:49:49,23876,633,46,515470,0869cc95-adcd-44a1-bb85-c16973a801c8
Corina Toma,corinatoma,corinatoma@141.ro,1271104440814,1987-01-16,"Intrarea Diaconescu Nr. 72 Bl. 48  Sc. 23 Ap. 128, Cluj-Napoca, 528202",0769 350 242,40:2c:ab:42:5d:7b,40.219.13.103,RO38MGYM5456783185969068,2025-04-10 10:49:49,6027,537,395,47607,ee2886c3-7872-4b22-bcd0-3893f5b5fba9
Nelu Manole,nelumanole,nelumanole@acasa.ro,6851223113841,1987-04-18,"Aleea Speranța Tudor, Barlad, 715298",0246 628 505,b6:0e:df:7f:57:0e,79.199.122.240,RO81QHRL5270821200341544,2025-04-10 10:49:49,5203,443,281,1680432,1bd4d3d0-b124-4d36-bcec-aeb0ac55d8a0
Mitică Ardelean,miticăardelean,miticăardelean@gmail.com,6060801156688,2012-07-04,"Soseaua Ioniță Nr. 359, Berceni, 292168",021 405 7075,64:bc:58:1f:5b:59,34.251.188.236,RO55FFPF4124627441769554,2025-04-10 10:49:49,3400,246,458,1747045,373c00e0-77e5-413f-945f-e65c28567d51
Laurian Oprea,laurianoprea,laurianoprea@gmail.com,3360206395612,1910-12-13,"Strada Aanei, Tuzla, 507424",0711 839 492,76:d8:11:66:31:86,27.163.228.114,RO38CRZP7571545347836526,2025-04-10 10:49:49,22287,858,618,1327273,1ec12bd3-11bc-4c28-bb18-357284f1bce5
Stela Preda,stelapreda,stelapreda@email.ro,8410422059686,1963-04-20,"Strada Olimpia Ene Nr. 24 Bl. 95  Sc. 36 Ap. 476, Medias, 811729",0260 775 810,88:13:cb:ba:46:19,207.202.26.190,RO19RSWC3988292709879283,2025-04-10 10:49:49,24968,749,414,133969,dd898fcc-b753-4ece-b23b-5aaf651e3d82
Jan Mocanu,janmocanu,janmocanu@post.ro,8291201179661,1956-05-18,"Intrarea Barbu Nr. 70, Lumina, 688978",0234 572 765,2e:40:a0:b5:12:7a,123.225.249.186,RO32WVHG2783843956148145,2025-04-10 10:49:49,25470,250,198,1305923,6ae588ab-56b8-4565-872c-e0561a8ee6ca
Bucur Manole,bucurmanole,bucurmanole@email.ro,2030209430975,1924-10-05,"Bulevardul Stănescu Nr. 912 Bl. 31  Sc. 80 Ap. 798, Lumina, 945094",0262 750 932,fa:b1:4d:20:3e:38,58.62.105.69,RO25QANY2175704491861405,2025-04-10 10:49:49,18027,551,604,336918,4ec6cae6-2f0c-41d5-bc61-1bbd3f05b377
Elodia Dumitrescu,elodiadumitrescu,elodiadumitrescu@zzup.ro,1480319510055,1935-08-26,"Soseaua Suciu, Bosanci, 882057",0771 820 207,b2:20:fd:b5:07:42,4.255.206.140,RO13MPFN5650257645098686,2025-04-10 10:49:49,24917,837,137,1584949,d1abbdd4-ff37-4973-8669-25fd2bf31f86
Adonis Mazilescu,adonismazilescu,adonismazilescu@zzup.ro,3551110334183,1951-04-03,"Soseaua Nistor Nr. 79, Brasov, 556294",0268 174 517,a2:d9:0b:50:8d:ba,36.244.62.204,RO67XGKA6528693852721292,2025-04-10 10:49:49,21092,504,82,381493,922de28f-c962-45de-8e1e-c065d9c42f61
Teofil Diaconescu,teofildiaconescu,teofildiaconescu@post.ro,2620804363589,1924-04-13,"Bulevardul Mazilescu Nr. 121, Sannicolau Mare, 395255",0740 943 509,26:02:fb:bf:d5:46,29.243.24.38,RO09AZPT7579861942343668,2025-04-10 10:49:49,33587,809,231,1645763,571b6f7a-f614-4f74-8f2b-6815eaf5040b
Ilarie Diaconu,ilariediaconu,ilariediaconu@email.ro,8580201394623,1909-09-08,"Bulevardul Dumitrescu, Mihail Kogalniceanu, 269030",0754 712 481,be:2f:c4:03:a1:f0,123.42.92.217,RO57TXBA7060553424061724,2025-04-10 10:49:49,17966,952,525,1508931,a65eed4e-cf3a-4eda-ae21-976483584221
Giorgian Ababei,giorgianababei,giorgianababei@acasa.ro,2370309251070,2004-09-28,"Bulevardul Tomescu, Cluj-Napoca, 761642",0241 594 236,5a:ec:9d:53:2b:02,111.209.210.255,RO07GTKG1802642088236827,2025-04-10 10:49:49,26203,234,67,1654023,c136b15e-f673-4793-a163-e2827c6eef00
Gherghina Georgescu,gherghinageorgescu,gherghinageorgescu@141.ro,7840223205597,1968-06-29,"Bulevardul Stoica, Anina, 764233",0738 243 580,66:6f:68:fd:e9:1b,78.67.243.65,RO04OFTP7276788191931107,2025-04-10 10:49:49,14305,209,750,358410,716c5cda-922e-474e-9e2b-a84ab989e9f3
Stana Dobre,stanadobre,stanadobre@email.ro,8061110047217,1988-09-28,"Aleea Gabriela Nistor Nr. 393 Bl. 85  Sc. 33 Ap. 766, Buhusi, 918454",0733 415 793,a0:44:6e:4d:c8:7f,13.177.248.93,RO68XBPS3757912654827622,2025-04-10 10:49:49,32944,535,334,200224,4a6ba328-dba9-4913-aba9-cd2aeb69e697
Mugur Aanei,muguraanei,muguraanei@acasa.ro,3650731024845,1989-03-19,"Bulevardul Nemeș Nr. 671 Bl. 77  Sc. 99 Ap. 213, Glina, 298012",0767 602 362,7c:ab:25:d3:49:45,82.79.143.88,RO81DKFD0077559442147398,2025-04-10 10:49:49,27907,40,513,720073,9e0328d2-63d9-42a3-a298-1e5175ea8551
Stancu Tabacu,stancutabacu,stancutabacu@post.ro,2960130100670,1961-07-23,"Aleea Lorena Pușcașu Nr. 23, Vulcan, 842041",0788 610 118,3c:65:3c:6f:2d:b9,188.152.90.36,RO86GLGR5129031068385022,2025-04-10 10:49:49,17358,160,67,1160381,ea3d8106-9f00-4814-a43d-6c86a72ca6bd
Leopoldina Ardelean,leopoldinaardelean,leopoldinaardelean@141.ro,7821126326281,1964-09-09,"Drumul Geta Aanei Nr. 50, Cluj-Napoca, 666650",0730 204 310,48:3d:f0:b7:42:c4,85.68.74.220,RO55JYHV2877594435331289,2025-04-10 10:49:49,28363,248,574,334834,1611098e-a9b4-4be5-923c-4ca1da4e502d
Saveta Florea,savetaflorea,savetaflorea@zzup.ro,1620206069545,1981-11-15,"Strada Ludovica Stancu, Fetesti-Gara, 727328",0732 532 720,1e:08:b3:92:7a:5f,89.113.70.215,RO12WYZE8196403851492249,2025-04-10 10:49:49,7959,325,660,1978634,23bf385d-3825-4ce8-a497-ceea46608173
Bartolomeu Aanei,bartolomeuaanei,bartolomeuaanei@acasa.ro,8360208118869,1916-01-28,"Soseaua Aanei Nr. 45, Draganesti-Olt, 220114",0721 511 669,bc:9e:bd:f3:51:f4,10.63.126.232,RO32GRQW5775050188157662,2025-04-10 10:49:49,1399,770,423,138618,5b613478-57a3-4ab1-b04d-a11d8dfdafd9
Adela Dochioiu,adeladochioiu,adeladochioiu@gmail.com,7440218101766,1941-04-11,"Strada Aurel Dinu Nr. 319, Urziceni, 952320",0745 048 939,2a:fa:ed:cc:4d:f5,141.9.197.199,RO30PEZJ9154913380580795,2025-04-10 10:49:49,1922,97,464,17278,f8dabd1a-61b1-45cc-99ea-2097dc166b28
Mircea Diaconu,mirceadiaconu,mirceadiaconu@zzup.ro,4650203309360,1916-09-09,"Bulevardul Pop Nr. 87 Bl. 97  Sc. 15 Ap. 978, Lumina, 745314",0269 372 566,ea:ee:07:98:c6:c1,148.191.96.152,RO39ILDM9310608011752033,2025-04-10 10:49:49,8249,956,641,273965,255ac422-d084-4be8-a9b8-19daacd8682a
Dida Aanei,didaaanei,didaaanei@acasa.ro,7201029148908,2018-09-10,"Strada Stan, Valu lui Traian, 735216",0235 992 127,b4:41:48:6c:23:37,190.193.75.15,RO35YHMC9942462472095231,2025-04-10 10:49:49,12365,885,217,723936,dad911bc-6057-4de4-9a1b-28b5017f3d1f
Albert Dinu,albertdinu,albertdinu@kappa.ro,6440601438721,1974-04-06,"Soseaua Pușcașu Nr. 902 Bl. 20  Sc. 21 Ap. 866, Campia Turzii, 466187",0236 354 562,7a:b6:b7:8d:21:84,147.206.57.12,RO16KYOI7073600477913695,2025-04-10 10:49:49,17819,926,695,645743,829ff0cd-a4b6-4453-9f95-74cfa50ffbbe
Vlaicu Ionescu,vlaicuionescu,vlaicuionescu@post.ro,1870309151260,1920-10-25,"Intrarea Pop, Urlati, 239287",0258 168 988,00:30:57:1e:56:f6,164.185.243.46,RO12IOKW4492017820491822,2025-04-10 10:49:49,18327,489,109,1562704,d85ee389-7055-4c70-9ac3-82e5bfade6b2
Horea Dumitrescu,horeadumitrescu,horeadumitrescu@zzup.ro,4620404207261,1945-03-11,"Soseaua Albu Nr. 48, Urlati, 375280",0753 621 114,76:af:f4:0e:80:e4,26.123.93.234,RO92UKAF2287699497056541,2025-04-10 10:49:49,21417,759,301,185621,70511780-5fb7-4da2-be18-bc38b13bea0a
Andrian Tabacu,andriantabacu,andriantabacu@141.ro,6660926238522,1943-06-27,"Bulevardul Luana Pop Nr. 555 Bl. 11  Sc. 78 Ap. 334, Valu lui Traian, 659002",0233 548 778,ee:17:97:89:2d:7a,135.251.227.78,RO07AGPI8284751039784456,2025-04-10 10:49:49,1574,959,174,1028511,00e945ea-e510-4d7c-9d3a-be9ba69decfb
Marioara Popa,marioarapopa,marioarapopa@acasa.ro,2421118312627,2008-11-22,"Bulevardul Dobre, Marghita, 938067",0245 773 545,10:a0:2b:69:dd:b0,111.141.3.52,RO14MRVB4938416137111391,2025-04-10 10:49:49,32373,0,16,1706961,5c5dbaba-ceac-4d13-ac59-ca2bf00f629f
Irinel Mocanu,irinelmocanu,irinelmocanu@gmail.com,2291018375504,1938-05-23,"Soseaua Popa, Pitesti, 610855",0726 442 330,06:cc:2e:97:1d:a6,110.73.255.53,RO75AIXQ9924332109705832,2025-04-10 10:49:49,18128,309,549,1996457,eba2c88a-cebc-41ba-ab13-56003d0a97ea
Violeta Georgescu,violetageorgescu,violetageorgescu@acasa.ro,1690306299821,1926-11-24,"Bulevardul Pop Nr. 78, Darabani, 929064",0259 581 565,ea:dc:8b:fb:a9:3f,34.45.215.24,RO23YFLR7808530775027805,2025-04-10 10:49:49,15750,305,376,1291205,12304633-d75c-429a-8e07-b64cfe724ffb
Francesca Popa,francescapopa,francescapopa@zzup.ro,5880827045230,1975-07-15,"Bulevardul Mihai Nistor, Targoviste, 105153",0760 642 414,38:d5:e1:fc:46:a3,102.120.186.16,RO05CKSS1053726297037941,2025-04-10 10:49:49,33870,210,100,1233043,4080b6ef-3ee2-4ece-a7df-fa08469dc7f7
Veronica Diaconu,veronicadiaconu,veronicadiaconu@141.ro,2831116121517,1928-12-24,"Intrarea Tabacu Nr. 19, Giarmata, 281817",0784 183 010,2a:94:91:6e:4f:eb,79.247.132.218,RO23QSHD6962463507115402,2025-04-10 10:49:49,6808,858,297,477452,6bb0a9fa-c0b0-4098-9678-40aa1af2fb13
Ștefana Toma,ștefanatoma,ștefanatoma@zzup.ro,1630912098009,2001-08-07,"Strada Dobre Nr. 404 Bl. 73  Sc. 33 Ap. 284, Dancu, 423950",0739 492 788,6a:14:d5:4c:d8:20,166.16.190.46,RO84YXED7539673221783653,2025-04-10 10:49:49,24834,186,520,1010925,b23dd6a1-2fe1-4f01-b5fd-d83cde953fbf
Nae Cristea,naecristea,naecristea@post.ro,1050601082640,2003-07-08,"Bulevardul Stănescu Nr. 36, Talmaciu, 573785",0254 048 776,80:b5:09:cd:14:a5,107.52.14.226,RO04VAVS7774875181768612,2025-04-10 10:49:49,32035,921,417,1745975,13c7e607-5c98-4353-8d73-16bcedfb4b95
Gheorghiță Dima,gheorghițădima,gheorghițădima@post.ro,3870824307431,1909-05-12,"Aleea Eftimie, Gura Humorului, 431942",0726 546 109,80:cb:f6:7f:07:97,27.102.69.10,RO13ENEO5179944221403057,2025-04-10 10:49:49,5467,756,200,1610810,55f13efc-560e-4d91-856c-b29aa9bda5a0
Tamara Dima,tamaradima,tamaradima@zzup.ro,3861130133703,2014-01-31,"Drumul Celia Georgescu Nr. 49 Bl. 19  Sc. 66 Ap. 524, Schela Cladovei, 670238",0722 171 994,5e:03:f0:03:dc:4b,104.12.123.77,RO31PJXY5363048179495102,2025-04-10 10:49:49,27124,94,742,1248425,5d5d481c-aec6-4bbd-88ce-77543731bc6d
Salomea Niță,salomeaniță,salomeaniță@email.ro,4520115427751,1962-10-14,"Intrarea Diaconescu Nr. 430 Bl. 51  Sc. 77 Ap. 989, Modelu, 461397",0259 259 516,92:26:5b:9c:65:dc,138.206.176.215,RO26WYBT7653730661517372,2025-04-10 10:49:49,33277,498,9,424944,a2478cb4-b778-43a4-b538-eb0264b97614
Bebe Stoica,bebestoica,bebestoica@gmail.com,2760429349381,1950-10-11,"Aleea Stănescu Nr. 52 Bl. 49  Sc. 33 Ap. 826, Comanesti, 192844",0743 864 161,40:7b:a7:5a:c3:a0,109.253.152.134,RO33VCPS6636861420137685,2025-04-10 10:49:49,5727,869,377,1671228,eae5453f-516b-4416-ba34-ecebe0f5f527
Leonard Dima,leonarddima,leonarddima@kappa.ro,4450514437474,1925-11-22,"Intrarea Stan Nr. 795, Valu lui Traian, 321570",0231 262 010,18:5a:d6:ba:d3:f5,187.225.168.49,RO91YKED5041019369324179,2025-04-10 10:49:49,33514,905,595,522209,5190b33a-209e-4e49-9d5d-b7c1aa29673e
Nora Aanei,noraaanei,noraaanei@kappa.ro,3060906273181,2011-04-13,"Drumul Stănescu Nr. 33, Curcani, 137613",0762 805 464,72:36:4a:5c:31:8e,133.81.97.223,RO38OESX3563728742242390,2025-04-10 10:49:49,1452,159,223,933901,cd495a5c-d745-4e16-95a0-ce0ebd499882
Ghiță Nemeș,ghițănemeș,ghițănemeș@email.ro,6110517267346,2008-07-27,"Strada Dumitrescu, Baraolt, 997847",0740 701 423,b0:40:42:c5:0a:84,98.13.6.214,RO04ORBB1695113083923434,2025-04-10 10:49:49,30182,911,153,612760,6b8b9cb9-59a3-4f21-b591-140cebe29828
Lascăr Preda,lascărpreda,lascărpreda@gmail.com,7711019268274,1957-09-29,"Aleea Ardelean Nr. 29 Bl. 36  Sc. 19 Ap. 184, Vicovu de Sus, 291942",0266 660 958,18:d7:55:bd:5a:6c,169.164.1.14,RO03BOAG9378974700046231,2025-04-10 10:49:49,14166,375,509,1538725,64bf992e-cdc0-4219-a9cd-f8a5526d330f
Anghelina Ioniță,anghelinaioniță,anghelinaioniță@email.ro,1180107458401,1950-04-17,"Bulevardul Nemeș Nr. 47 Bl. 84  Sc. 88 Ap. 200, Codlea, 460036",0744 515 342,4a:5c:a1:87:d0:a0,97.143.120.86,RO76TMJN3534488468261075,2025-04-10 10:49:49,15544,918,63,694953,275ae8cc-0ad4-4552-9d0a-2e1f54ba8ca7
Veta Diaconu,vetadiaconu,vetadiaconu@141.ro,8040303408114,1982-09-18,"Aleea Voinea, Arbore, 121100",0753 109 012,22:a8:ab:74:8f:cb,120.55.194.177,RO55RXQI8152130825130669,2025-04-10 10:49:49,22208,466,55,1864579,1b6af3e5-3aaf-4126-8063-40cc27e95a7f
Alexandra Mocanu,alexandramocanu,alexandramocanu@zzup.ro,2280813308257,2000-03-11,"Aleea Oliviu Stan Nr. 704 Bl. 88  Sc. 59 Ap. 254, Iernut, 851473",0772 046 992,ca:9c:17:61:36:3b,95.245.40.141,RO09UHSL1078504207514146,2025-04-10 10:49:49,27263,163,328,135834,2d73a814-76bb-42f4-ba88-c308727dfe11
Romanița Mazilescu,romanițamazilescu,romanițamazilescu@post.ro,5181228100242,1959-11-06,"Drumul Melania Tabacu, Draganesti-Olt, 985943",0767 106 728,0a:f2:2e:9e:60:2c,84.251.159.177,RO37FVZA3109265758896834,2025-04-10 10:49:49,30527,352,15,1145242,f09a9d84-c76c-4845-bf76-e39081ca72d0
Paulica Suciu,paulicasuciu,paulicasuciu@email.ro,2441130123446,1978-10-15,"Strada Dinu Nr. 11 Bl. 33  Sc. 83 Ap. 392, Avrig, 328365",0249 497 354,c8:95:58:c8:dc:4c,134.175.28.232,RO69EKTB1478578192247324,2025-04-10 10:49:49,19206,367,329,999146,324323e5-dcf9-4cf0-b451-e56f7cb1b621
Georgiana Georgescu,georgianageorgescu,georgianageorgescu@kappa.ro,4571219349194,1947-05-25,"Drumul Dochioiu Nr. 58 Bl. 75  Sc. 97 Ap. 172, Lugoj, 930455",0735 883 227,aa:06:7c:c0:cf:4b,87.20.181.248,RO80TNAW6604229221929218,2025-04-10 10:49:49,11045,905,588,1149012,e647fc7b-fc7d-4a14-8a60-7aa42dd8d1e0
Lorelei Popa,loreleipopa,loreleipopa@acasa.ro,6200125141980,1958-04-22,"Drumul Dumitrescu Nr. 930, Matca, 788770",0760 609 061,c2:c4:37:84:18:36,153.96.255.196,RO47MESB8537425201660536,2025-04-10 10:49:49,11466,861,583,113250,7192d9e8-f1fa-48f1-b331-2dbb708bc083
Marin Stan,marinstan,marinstan@zzup.ro,5231005053961,1961-02-26,"Strada Barbu Nr. 95, Zalau, 621146",0759 118 194,0c:81:e4:eb:a7:94,30.11.29.181,RO35SYSZ6265645710615686,2025-04-10 10:49:49,2933,23,435,134114,7abbe292-3801-4c51-b79e-7a7bb6bb0e81
Monalisa Nistor,monalisanistor,monalisanistor@post.ro,7580609178939,2004-04-24,"Soseaua Henrieta Toma Nr. 191, Rovinari, 382963",0739 505 516,0c:2b:b2:3f:f7:9c,98.148.53.150,RO86SSRP4485616614182462,2025-04-10 10:49:49,13435,93,626,794952,e808c76a-cb18-43b1-ba5e-764d24ee4aea
Olivia Ababei,oliviaababei,oliviaababei@gmail.com,6650516142341,2024-10-16,"Aleea Ababei Nr. 12 Bl. 63  Sc. 16 Ap. 141, Titu, 739153",0732 912 309,6e:d1:09:3c:6e:a6,122.228.214.65,RO40AMWZ3865193390354435,2025-04-10 10:49:49,13171,97,701,224928,62f5acd4-4eea-408e-bb00-4b430726f120
Albertina Marin,albertinamarin,albertinamarin@email.ro,4670609152442,2014-05-26,"Bulevardul Nistor Nr. 31, Glina, 456184",0259 350 873,04:d3:0a:15:29:02,144.17.27.248,RO61UZDS8800541613550007,2025-04-10 10:49:49,1699,195,486,190384,15deafc1-970c-47a4-86a2-42360f1382ec
Eliana Stan,elianastan,elianastan@zzup.ro,3920102306257,2014-09-18,"Soseaua Popescu, Valenii de Munte, 388476",0780 446 709,a2:48:0a:e6:21:f8,34.180.170.134,RO19ZFYR2388994010263580,2025-04-10 10:49:49,33112,353,172,418081,e00918f1-d011-468b-8a58-18028f1dea42
Arina Stancu,arinastancu,arinastancu@post.ro,4041112430241,2000-01-16,"Aleea Cristea, Harlau, 594023",0241 458 492,b6:64:8c:84:2a:67,70.125.178.237,RO74AAZX6317276397287727,2025-04-10 10:49:49,14809,835,731,1063401,bf317e18-8967-4e0a-8a90-bc951cc776ec
Nechifor Marin,nechiformarin,nechiformarin@acasa.ro,7660205175380,2016-12-29,"Aleea Luciana Stănescu Nr. 82 Bl. 68  Sc. 37 Ap. 656, Pantelimon, 187411",0234 451 288,e8:75:f5:a0:30:76,57.130.240.247,RO95HRXC8207116916966354,2025-04-10 10:49:49,24828,855,385,423587,3304cd6b-f5d4-4725-bfd2-8c877e731641
Adam Dima,adamdima,adamdima@email.ro,8091119510222,1994-05-15,"Drumul Mircea Florea Nr. 16, Tecuci, 880500",0735 088 526,d2:ec:3d:3b:d8:7c,150.191.26.120,RO48FFMH8467526289569135,2025-04-10 10:49:49,11273,663,501,643905,84a20e95-1614-4ad3-b519-fe9f7c18e503
Flora Mocanu,floramocanu,floramocanu@email.ro,2380819146248,1954-10-07,"Aleea Preda Nr. 956 Bl. 32  Sc. 68 Ap. 681, Carei, 906086",0746 255 724,60:58:32:47:40:0c,10.242.84.80,RO02IEQH6241283197224596,2025-04-10 10:49:49,6286,114,504,137135,291a75f8-b9ac-47a6-b8ce-38ac7f147f68
Ortansa Nistor,ortansanistor,ortansanistor@gmail.com,4551108469603,2005-09-04,"Drumul Dochioiu Nr. 88 Bl. 93  Sc. 81 Ap. 232, Sovata, 346347",0263 615 734,64:92:52:96:88:ee,94.17.31.132,RO26UPWT4463868114426700,2025-04-10 10:49:49,2126,395,742,704186,082e427f-b514-4277-a65e-1cf0d82b9ac6
Alexe Popescu,alexepopescu,alexepopescu@acasa.ro,7111227106677,1912-05-18,"Soseaua Albu Nr. 54 Bl. 31  Sc. 90 Ap. 838, 1 Decembrie, 993600",0726 526 403,06:30:b8:cf:16:09,138.111.216.30,RO69ZIDF3671159012527729,2025-04-10 10:49:49,4782,913,183,583490,267afa44-fd97-42ce-b2da-315602ae03cb
Antim Oprea,antimoprea,antimoprea@zzup.ro,4590707146387,1961-06-22,"Soseaua Niță Nr. 40, Beclean, 172381",0238 584 879,ce:d7:eb:37:86:9c,30.247.251.76,RO48YKDA8806229075524612,2025-04-10 10:49:49,35425,169,418,813479,f425dcbf-998c-4cca-a3ca-dd6b86548427
Patricia Pop,patriciapop,patriciapop@email.ro,4820507163700,1931-05-26,"Strada Pușcașu Nr. 996 Bl. 46  Sc. 94 Ap. 332, Rosiori de Vede, 222666",0244 466 706,28:a8:88:15:cc:08,8.123.129.68,RO23WUGD4754315475266120,2025-04-10 10:49:49,16553,633,238,418445,0f3a5a73-0223-452a-87b5-2ad538c72522
Martin Niță,martinniță,martinniță@post.ro,5290407079613,1948-02-05,"Soseaua Tomescu, Calan, 771933",0771 421 459,b2:3b:31:58:0e:a7,140.124.14.204,RO64PBTG1937782602233108,2025-04-10 10:49:49,35307,786,127,386250,5ce28f3b-9e7b-427c-a771-9b2f6a4f03d5
Adriana Popa,adrianapopa,adrianapopa@kappa.ro,8210707395957,1960-12-18,"Aleea Dimitrina Voinea, Bacau, 999676",0746 386 656,9e:c8:6f:6b:24:ea,120.98.88.160,RO60CEFT2361983055310768,2025-04-10 10:49:49,30805,283,724,1691013,37bbc7d8-d489-4d9f-b499-b744408bee97
Aurel Dumitrescu,aureldumitrescu,aureldumitrescu@zzup.ro,4440923430851,2008-02-08,"Strada Albu Nr. 166 Bl. 66  Sc. 29 Ap. 662, Seini, 116043",0749 081 821,86:4d:ff:fc:bb:3e,132.100.157.29,RO71ZAUX5454031167786059,2025-04-10 10:49:49,30190,537,401,362964,8f99347c-919b-4e87-a194-cd213270a3b0
Lidia Diaconu,lidiadiaconu,lidiadiaconu@gmail.com,4621105408302,1989-09-22,"Bulevardul Iulian Georgescu Nr. 18 Bl. 43  Sc. 82 Ap. 427, Peretu, 112590",0764 498 883,ae:5f:5b:5f:50:94,35.97.188.12,RO75XQPL9094625520850102,2025-04-10 10:49:49,12230,55,534,1071624,8ad07840-89c7-4476-a25f-69378b122e61
Doina Suciu,doinasuciu,doinasuciu@post.ro,6750205154065,1973-10-25,"Intrarea Tudor, Buhusi, 375917",0754 384 134,52:03:fe:5c:6a:d0,215.0.201.17,RO66OUZW9785704374796125,2025-04-10 10:49:49,14941,869,272,1077285,edd9a4fb-04d6-4ce4-8e54-9229b51041c4
Filip Toma,filiptoma,filiptoma@gmail.com,6990315398217,2008-04-08,"Aleea Gelu Nistor Nr. 117, Fetesti-Gara, 521955",0248 334 381,4a:19:64:a0:3f:4d,137.38.211.180,RO88MJIU4869701861035655,2025-04-10 10:49:49,13248,87,639,1491670,651cbd17-0caa-45c1-b0b5-36b244fbb007
Mirela Diaconu,mireladiaconu,mireladiaconu@email.ro,8550928423079,1939-03-17,"Bulevardul Popescu Nr. 786, Rovinari, 694831",0248 546 084,6a:e7:36:13:d0:3c,182.201.237.17,RO29LSDF3711433560178947,2025-04-10 10:49:49,18126,184,438,61629,fbb508d0-d290-45b2-91f0-eab0e94be52a
Alis Aanei,alisaanei,alisaanei@post.ro,3730724135390,1932-08-09,"Aleea Ioniță, Comanesti, 796484",021 562 4761,72:fa:41:02:36:88,152.236.145.118,RO55RICS1905559439935373,2025-04-10 10:49:49,28362,326,200,1070070,74201a76-3a96-47dd-8a0a-9274f90ce616
Pleșu Nistor,pleșunistor,pleșunistor@141.ro,2021227384681,2017-02-05,"Intrarea Ababei Nr. 61, Videle, 628866",0734 440 220,dc:b2:03:9b:43:17,116.34.180.138,RO65HFYK4922724309052004,2025-04-10 10:49:49,32668,108,142,733700,a3b048a2-3441-4b46-85ca-cefcfb0ae2f6
Bogdana Florea,bogdanaflorea,bogdanaflorea@acasa.ro,3330816435288,1947-10-27,"Intrarea Cristea, Cudalbi, 948937",0265 884 793,ec:d6:9e:40:b4:cd,149.238.40.17,RO27TCOD0548268670745831,2025-04-10 10:49:49,28806,588,304,734914,4dfa9ccc-459b-4008-a97d-94d79a91f876
Panait Dobre,panaitdobre,panaitdobre@141.ro,2091219053753,1956-06-08,"Intrarea Ionescu, Ocna Mures, 427914",0734 938 091,58:40:f0:ec:26:59,138.22.121.252,RO28BVDD7019258710741471,2025-04-10 10:49:49,35189,224,294,1271455,25320286-d711-42bb-b924-34ecf5da8856
Ecaterina Nemeș,ecaterinanemeș,ecaterinanemeș@acasa.ro,4211109091953,1949-12-03,"Strada Gheorghiță Dobre, Fagaras, 305580",0243 388 021,46:b1:1c:95:a6:7c,95.165.65.156,RO86MRYC9703026674632891,2025-04-10 10:49:49,19660,548,453,1568352,df9a2f1f-4e1b-43f5-ad8d-8edde1257fb8
